event,white,black,result,whiteelo,blackelo,whiteratingdiff,blackratingdiff,opening
Rated Classical game,Kimado,Vincentimes,1-0,1808,1662,8.0,-7.0,Scandinavian Defense
Rated Classical game,bennieFTW,mixas1212,1-0,1526,1529,10.0,-10.0,French Defense
Rated Classical game,Miel12,Damper96,1-0,1476,1525,13.0,-13.0,Queen's Pawn Game
Rated Classical game,SaiAz,Romeo11,1-0,1276,1446,27.0,-16.0,Sicilian Defense
Rated Classical game,beresten,camus133,1-0,1586,1514,31.0,-8.0,Colle System
Rated Classical game,nikaaq,nivasveer,0-1,1729,1834,-8.0,8.0,Sicilian Defense
Rated Classical game,DagobertZeiler,ZachtEitje,1-0,1163,1148,10.0,-23.0,King's Pawn Game
Rated Classical game,hrmchess,JavierRodriguez,0-1,1717,1708,-11.0,10.0,Ruy Lopez
Rated Classical game,lukuna,onedfour,1-0,1916,1886,10.0,-9.0,Slav Defense
Rated Classical game,Gswan,kelvyncardoso,1-0,1407,1502,14.0,-25.0,Sicilian Defense
Rated Classical game,pmje,leobroel,0-1,1573,1677,-8.0,8.0,King's Pawn Game
Rated Classical game,LeeroyIaan,alekslim777,0-1,1755,1934,-35.0,6.0,French Defense
Rated Classical game,eslkia,Tarek__Fathy,0-1,1820,1946,-9.0,18.0,Sicilian Defense
Rated Classical game,jbird92,Teniente,1-0,1477,1490,11.0,-12.0,King's Pawn Game: Gunderam Gambit
Rated Classical game,averagedude,Islam55,1-0,1547,1599,13.0,-12.0,Four Knights Game
Rated Classical game,CHjlbjyjd,borriquito,0-1,1720,1553,-16.0,16.0,"King's Gambit Declined, Queen's Knight Defense"
Rated Classical game,gredders,otuzdokuz,1-0,1618,1501,7.0,-8.0,Philidor Defense
Rated Classical game,Overcomer,kamplus,1-0,1485,1497,12.0,-11.0,Blackmar-Diemer Gambit
Rated Classical game,alpatak,Patmetal,0-1,1531,1522,-15.0,10.0,King's Pawn Game: Busch-Gass Gambit
Rated Classical game,masrko,Frikazoid55,0-1,1508,1463,-12.0,12.0,Queen's Pawn Game
Rated Classical game,jchangco7,mishibala,1-0,1686,1631,9.0,-9.0,Scandinavian Defense
Rated Classical game,hanna1975,Santoyo,1-0,1302,1235,45.0,-9.0,Sicilian Defense
Rated Classical game,Vodalycus,Rufini,1-0,1744,1789,16.0,-12.0,Ruy Lopez
Rated Classical game,Alex33334357,DanielWard,1-0,1123,1102,11.0,-12.0,King's Pawn Game
Rated Classical game,mossrogers,chessumchessy,1-0,1677,1696,12.0,-11.0,Italian Game
Rated Classical game,percarju,stlan,1-0,1410,1401,11.0,-10.0,Italian Game
Rated Classical game,Piltdown,nehuenbiscaro18,1-0,1687,1693,12.0,-11.0,"Italian Game: Evans Gambit, Harding Variation"
Rated Classical game,VictorPalacios,BenSchwanz,1-0,1712,1595,7.0,-8.0,"Nimzowitsch Defense, Declined Variation"
Rated Classical game,aydan7761,valid-username,1-0,1615,1429,15.0,-6.0,Petrov
Rated Classical game,cicero133,karthiksank642,1-0,1144,1100,9.0,-10.0,Bird Opening
Rated Classical game,SPXylla,LNR,1-0,1653,1631,24.0,-9.0,Petrov
Rated Classical game,Boxer-A06,cesarps,0-1,1327,1307,-11.0,11.0,Petrov
Rated Classical game,altrep1011,chesseric44,0-1,1837,1886,-9.0,9.0,Queen's Pawn Game
Rated Classical game,creed82,aguironc,1-0,1604,1582,33.0,-10.0,Queen's Gambit Refused
Rated Classical game,nltoelter,pableras,1-0,1758,1697,9.0,-9.0,Queen's Pawn Game
Rated Classical game,yaw_keanhuat,tillh,0-1,1556,1446,-14.0,17.0,Dutch Defense
Rated Classical game,Ekstasis,EliasW,1-0,1580,1686,14.0,-14.0,Italian Game
Rated Classical game,frem,yunusbaba45,1-0,1432,1421,12.0,-17.0,Queen's Pawn
Rated Classical game,Robert787,dfilippos,1-0,1622,1530,10.0,-9.0,Bishop's Opening
Rated Classical game,frknrdgn,Danilo1961,1-0,1407,1368,11.0,-9.0,Slav Defense
Rated Classical game,ArtIV,coway,0-1,1786,1872,-8.0,8.0,Modern Defense
Rated Classical game,MrStranger,hsvgrange,1-0,1240,1288,25.0,-12.0,Englund Gambit
Rated Classical game,Ivan_USSR,canaryafobya,0-1,1275,1282,-12.0,10.0,Philidor Defense
Rated Classical game,writing_machine,SilentMove,1-0,1708,1718,11.0,-11.0,Sicilian Defense
Rated Classical game,abhijithgeorge,rickieRM15,0-1,1416,1453,-11.0,10.0,Caro-Kann Defense
Rated Classical game,revers87,Shafiq,1-0,1736,1760,12.0,-11.0,Owen Defense
Rated Classical game,gufuschini,sarkoli,0-1,1171,1335,-8.0,6.0,Center Game
Rated Classical game,Romeo11,SaiAz,1-0,1430,1303,7.0,-12.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,Birkan9,DamnItsKuzzy,0-1,1061,1126,-16.0,19.0,Vienna Game: Vienna Gambit
Rated Classical game,Hazmam,georgegfedoroff,0-1,1199,1130,-13.0,17.0,Vienna Game
Rated Classical game,Siberianbear,Bd24,0-1,1941,1968,-13.0,9.0,Scotch Game
Rated Classical game,huldegrin,SPXylla,0-1,1704,1677,-11.0,27.0,Sicilian Defense
Rated Classical game,pepebrosnan,phil57,0-1,1237,1360,-7.0,8.0,Ponziani Opening
Rated Classical game,francisco2017,FHPJA,0-1,1724,1776,-10.0,9.0,Queen's Pawn Game
Rated Classical game,aelunyu,Avar,1-0,1786,1749,10.0,-16.0,Petrov
Rated Classical game,Taor,siavash1791363,1-0,1776,1829,12.0,-13.0,Bishop's Opening
Rated Classical game,tschino,bmanshiel,0-1,1263,1223,-16.0,12.0,English Opening
Rated Classical game,shazil,Musibala,1-0,1931,1993,14.0,-14.0,French Defense
Rated Classical game,johnraydac,sam_man12,0-1,1226,1171,-12.0,13.0,King's Pawn Game
Rated Classical game,Blaubaer,dshan80,0-1,1168,1237,-9.0,11.0,Alekhine Defense
Rated Classical game,EnriqueSalgado11,tezec,1-0,1670,1601,10.0,-8.0,Sicilian Defense
Rated Classical game,farzin13,David177,1-0,1440,1331,29.0,-7.0,French Defense
Rated Classical game,Jose_Mendoza,am063,1-0,1567,1559,11.0,-10.0,Philidor Defense
Rated Classical game,nhanqua147,shikantaza,0-1,1755,1663,-14.0,14.0,Philidor Defense
Rated Classical game,mbudka587,nurgazy,1-0,1467,1431,10.0,-10.0,Queen's Gambit Accepted
Rated Classical game,tuz228,qrsd,0-1,1467,1546,-8.0,8.0,King's Pawn Game
Rated Classical game,tayebworld,tontorron,0-1,1519,1524,-12.0,11.0,Italian Game
Rated Classical game,beyaz_fil,p1958,0-1,1782,1736,-12.0,12.0,Queen's Gambit Declined
Rated Classical game,cgeab,toxicaalam,1-0,1540,1457,9.0,-8.0,Philidor Defense
Rated Classical game,Danzawhite,betoxxx,0-1,1855,1905,-9.0,9.0,Zukertort Opening
Rated Classical game,sayah,vagelis_k81,0-1,1676,1599,-13.0,14.0,Four Knights Game
Rated Classical game,glady974,Peregudov,0-1,1775,1756,-12.0,11.0,French Defense
Rated Classical game,wise_godinka,Rabindranath,0-1,1175,1197,-17.0,12.0,Barnes Defense
Rated Classical game,Thekingofabaza,opclement,0-1,1650,1587,-49.0,43.0,Bishop's Opening
Rated Classical game,Visne91,Anggaraspati,0-1,1748,1746,-12.0,11.0,Queen's Gambit Refused
Rated Classical game,Ca11um,yaku_yaku,0-1,1290,1286,-11.0,11.0,Grob Opening
Rated Classical game,GameAFK,G2Youngbuck,1-0,1295,1481,16.0,-17.0,Sicilian Defense
Rated Classical game,Matiagos,handreen,0-1,1483,1625,-7.0,7.0,Italian Game
Rated Classical game,Guitilson,TheOvermind,1-0,1428,1407,11.0,-10.0,Scotch Game
Rated Classical game,Osama_Ali,RASV,0-1,1414,1567,-8.0,10.0,Scandinavian Defense
Rated Classical game,Cabbs,gabry08,0-1,1090,1283,-21.0,5.0,Slav Defense
Rated Classical game,Bloody_Milk,barhoum,1-0,1078,1121,48.0,-23.0,King's Pawn Game
Rated Classical game,csnyder,ungureanu,1-0,1921,1886,9.0,-10.0,French Defense
Rated Classical game,paulmorphysghost,Mopc007,1-0,1577,1609,12.0,-12.0,Grob Opening: Grob Gambit
Rated Classical game,sdfwegerg,praqxz,1-0,1512,1496,10.0,-10.0,Italian Game
Rated Classical game,PRETERO,kkishan,1-0,1515,1606,14.0,-13.0,French Defense
Rated Classical game,krztok,bbeltkyle89,0-1,1766,1910,-6.0,6.0,French Defense
Rated Classical game,Betogora,sdonnervt,1-0,1475,1518,12.0,-12.0,Ruy Lopez
Rated Classical game,TiagoSeniw,amhok,1-0,1431,1452,11.0,-11.0,Owen Defense
Rated Classical game,sam1995,l6z482,1-0,1317,1317,13.0,-10.0,Queen's Pawn Game
Rated Classical game,Doomsayer,leor_69,1-0,1587,1504,8.0,-8.0,Blackmar-Diemer Gambit
Rated Classical game,alenoiev,windofroad,1-0,1509,1416,9.0,-8.0,King's Pawn Game
Rated Classical game,Mopc007,ahusic,1-0,1597,1599,11.0,-21.0,Queen's Pawn Game
Rated Classical game,djhvyc,Borkn,1-0,1240,1214,11.0,-10.0,Zukertort Opening
Rated Classical game,mkro13,bonitoy11,1-0,1927,1947,11.0,-11.0,Sicilian Defense
Rated Classical game,GoranSo,mumao02,1-0,1443,1593,20.0,-16.0,Italian Game
Rated Classical game,tmike13,dhiaa1997,0-1,1367,1368,-12.0,12.0,Queen's Gambit Declined
Rated Classical game,Abbas95,Miel12,0-1,1506,1484,-11.0,12.0,Philidor Defense
Rated Classical game,calcioscacchi,Bierwinkel,1-0,1687,1660,10.0,-10.0,Queen's Gambit Refused
Rated Classical game,Giogioia,soorajkr,0-1,1471,1461,-12.0,11.0,Nimzowitsch Defense
Rated Classical game,Luke91BR,aelunyu,0-1,1647,1788,-7.0,7.0,Sicilian Defense
Rated Classical game,djahlo,CarbeneMachine,0-1,1174,1242,-8.0,9.0,Queen's Pawn Game
Rated Classical game,Risk157,jhlai123,1-0,1548,1553,49.0,-13.0,French Defense
Rated Classical game,An_Alone_Pawn,PUCA,1-0,1893,1753,34.0,-7.0,Reti Opening
Rated Classical game,diogo00700,ownerKPRF,1-0,1391,1337,34.0,-10.0,Italian Game: Schilling-Kostic Gambit
Rated Classical game,Igrik1990,Olena333,1-0,1307,1282,19.0,-21.0,Polish Opening
Rated Classical game,vovapar,CapaM,1-0,1845,1823,10.0,-10.0,Scotch Game
Rated Classical game,pardelas,Marina84,1-0,1240,1172,11.0,-12.0,Englund Gambit
Rated Classical game,TunaV,GustavScar,0-1,1337,1507,-8.0,8.0,Queen's Pawn Game
Rated Classical game,Pups37,DoctorCheck,1-0,1610,1615,11.0,-10.0,Scandinavian Defense
Rated Classical game,chessw0rker,Mikhail_M,0-1,1759,1662,-14.0,13.0,French Defense
Rated Classical game,hulumululumu,cantuna,0-1,1432,1392,-12.0,17.0,King's Indian Defense
Rated Classical game,alibego,swsfsgdhdtjy,1-0,1254,1063,29.0,-7.0,King's Knight Opening
Rated Classical game,matveieff,Vadim2010,0-1,1551,1554,-10.0,10.0,King's Pawn Game
Rated Classical game,SergeyLobanov,vvm,0-1,1736,1627,-16.0,14.0,Scandinavian Defense
Rated Classical game,gosha200725,elboukak,0-1,1540,1632,-32.0,8.0,Italian Game
Rated Classical game,turtle55,majkl_ns,0-1,1730,1793,-8.0,10.0,Queen's Pawn Game
Rated Classical game,braveheart1248,jkriklu,1-0,1527,1426,8.0,-8.0,French Defense
Rated Classical game,HanBarca,igor_n61,0-1,1689,1770,-9.0,8.0,Scotch Game
Rated Classical game,Da1e,uloose,0-1,1940,1928,-11.0,11.0,Queen's Gambit Refused
Rated Classical game,Croc,mantis2005,1-0,1437,1574,18.0,-15.0,Goldsmith Defense
Rated Classical game,perehodok,Dstot,1-0,1716,1793,13.0,-13.0,"King's Gambit Accepted, Schallopp Defense"
Rated Classical game,Chkiper,Andriy01,0-1,1715,1873,-6.0,6.0,Sicilian Defense: Smith-Morra Gambit
Rated Classical game,Jiglypuf,BeTpOJeT,1-0,1299,1220,10.0,-41.0,Italian Game
Rated Classical game,elmousse7,csnyder,0-1,1838,1930,-8.0,8.0,Queen's Pawn Game
Rated Classical game,adnap1,Sergey83,0-1,1438,1392,-13.0,12.0,King's Pawn Game
Rated Classical game,Mohammed_ali,Iosif00,1-0,1434,1404,15.0,-10.0,Queen's Gambit Accepted
Rated Classical game,gamesfreak,Thumps_up,1-0,1274,1138,26.0,-8.0,Petrov
Rated Classical game,Hitsu,joseroldan,0-1,1241,1380,-7.0,7.0,Pirc Defense
Rated Classical game,jt79,jmlille,1-0,1835,1722,8.0,-23.0,English Opening
Rated Classical game,b0gac,Udgin,1-0,1781,1668,7.0,-8.0,King's Pawn Game
Rated Classical game,DimBOSS,Zoorrg,1-0,1672,1701,12.0,-11.0,Italian Game
Rated Classical game,Toganbay,xLittlePantsx,0-1,1015,1102,-10.0,9.0,Sicilian Defense
Rated Classical game,MonsrJonson,krztok,1-0,1806,1760,10.0,-9.0,Queen's Gambit Refused
Rated Classical game,firechao,Nero86,1-0,1360,1254,8.0,-9.0,Queen's Gambit Refused
Rated Classical game,justMeBeingMe,maksimka26,1-0,1705,1682,10.0,-10.0,Queen's Pawn Game
Rated Classical game,tropo8,Elfi2,1-0,1977,1814,7.0,-7.0,Sicilian Defense
Rated Classical game,davngo,HEISENBERG999,0-1,1704,1709,-15.0,10.0,Dutch Defense
Rated Classical game,KILLBOT9000,Anton_zavialov,1-0,1403,1214,6.0,-6.0,Scandinavian Defense
Rated Classical game,kespe,Lpb,0-1,1379,1397,-11.0,10.0,Ruy Lopez
Rated Classical game,OLASSS86,Besproz,1-0,1716,1693,11.0,-10.0,Indian Game
Rated Classical game,p1958,williamduque82,0-1,1748,1895,-6.0,7.0,English Opening
Rated Classical game,ChessTLaRue,chess12041997,1-0,1445,1459,15.0,-11.0,Sicilian Defense
Rated Classical game,the_Chess_master,Rohov,1-0,1487,1576,14.0,-42.0,"King's Gambit Accepted, King's Knight Gambit"
Rated Classical game,mantis2005,Croc,0-1,1559,1455,-14.0,17.0,Queen's Gambit Accepted: Slav Gambit
Rated Classical game,Denmag,zbraaaa,0-1,1516,1608,-8.0,8.0,Sicilian Defense
Rated Classical game,MagneticShirt,Demid2012,0-1,1052,1028,-12.0,12.0,Queen's Pawn Game
Rated Classical game,iluzZza,Hypanic,0-1,1448,1419,-11.0,46.0,Scotch Game: Haxo Gambit
Rated Classical game,GreGorioFaerman,Kadi007,0-1,1393,1396,-11.0,13.0,Old Benoni Defense
Rated Classical game,pavelmotavel,pepet50,0-1,1475,1431,-13.0,12.0,English Opening
Rated Classical game,Ponchikvchocolade,gtjabi74,1-0,1416,1512,14.0,-13.0,Queen's Pawn Game
Rated Classical game,Sarinha,ryan5285,1-0,1770,1742,10.0,-10.0,Rat Defense
Rated Classical game,kotsios,diego1500,1-0,1552,1609,13.0,-13.0,Indian Game
Rated Classical game,elpapito,pttmba,1-0,1152,1119,13.0,-9.0,King's Pawn Game
Rated Classical game,wenjun,quickDrawMcGraw,1-0,1609,1637,12.0,-11.0,Scandinavian Defense
Rated Classical game,Peregudov,Khakas,1-0,1767,1699,8.0,-9.0,Philidor Defense
Rated Classical game,Slavam,Baffo,0-1,1553,1454,-14.0,14.0,Queen's Pawn Game
Rated Classical game,Floran,GigantedeFlandes,0-1,1130,1317,-7.0,6.0,Sicilian Defense
Rated Classical game,eddern,haliundashdavaa,0-1,1253,1242,-7.0,25.0,Pirc Defense
Rated Classical game,Esmail1981,Alex_Jikai,1-0,1845,1779,18.0,-8.0,Ruy Lopez
Rated Classical game,dimesy,Airsal62,0-1,1399,1362,-14.0,12.0,English Opening
Rated Classical game,ketrika,NickelAnge,0-1,1558,1636,-9.0,9.0,Van Geet Opening
Rated Classical game,Gesualdo,gumball31,1-0,1548,1456,8.0,-40.0,Russian Game: Urusov Gambit
Rated Classical game,wetdogsmell,ChessHavoc,0-1,1762,1832,-9.0,15.0,Scandinavian Defense
Rated Classical game,umutings,AdRi93,0-1,1325,1481,-12.0,6.0,French Defense
Rated Classical game,Leva25,DEYVIS,1-0,1644,1727,13.0,-13.0,French Defense
Rated Classical game,seiumu,qodrat-e-zehn,0-1,1584,1681,-9.0,7.0,King's Pawn Game: Busch-Gass Gambit
Rated Classical game,Daniel_Altblau,Figueiredo,0-1,1771,1787,-10.0,11.0,Sicilian Defense: Wing Gambit
Rated Classical game,Hypanic,speede,0-1,1465,1474,-37.0,10.0,King's Knight Opening
Rated Classical game,FelipeL,Saiph,0-1,1196,1207,-23.0,17.0,King's Pawn Game
Rated Classical game,vlgevi,hottekohl,1-0,1491,1461,10.0,-10.0,Scandinavian Defense
Rated Classical game,ElZeus,Taki_BrAvE,0-1,1717,1689,-11.0,11.0,Bird Opening
Rated Classical game,maurolty,QristlMan,0-1,1166,1115,-18.0,12.0,English Opening
Rated Classical game,gumball31,Gesualdo,0-1,1416,1556,-30.0,7.0,Philidor Defense
Rated Classical game,Lemansx8,Musdu,1-0,1425,1409,10.0,-15.0,French Defense
Rated Classical game,raykeny,EpsilonIndi,0-1,1396,1246,-20.0,16.0,Ruy Lopez
Rated Classical game,spbbulat,Lytruns,1-0,1527,1557,11.0,-11.0,Scandinavian Defense
Rated Classical game,azerty999,GeordieChess,1-0,1501,1433,9.0,-9.0,Queen's Pawn Game
Rated Classical game,Pumapikachu,grim2,0-1,1631,1585,-12.0,13.0,English Defense
Rated Classical game,Jagsfan32,Petio,0-1,1376,1361,-11.0,12.0,Queen's Gambit Accepted
Rated Classical game,SluggyDuggy,JoseOMG,1-0,1336,1178,6.0,-7.0,Caro-Kann Defense
Rated Classical game,sphinx11,feeb,0-1,1512,1543,-10.0,9.0,Queen's Pawn Game
Rated Classical game,cherinac,pino1,1-0,1342,1279,9.0,-9.0,Scandinavian Defense
Rated Classical game,Hattilla,sgis,1-0,1734,1719,10.0,-11.0,Queen's Gambit Declined
Rated Classical game,hooooy,Gekkino,1-0,1355,1334,10.0,-10.0,Sicilian Defense
Rated Classical game,totolamat,ProofStriker,0-1,1354,1263,-15.0,14.0,Scotch Game
Rated Classical game,zubash73,camparisi,1-0,1552,1690,24.0,-15.0,Queen's Gambit Declined
Rated Classical game,siavoshes,Vahe777,0-1,1477,1551,-9.0,26.0,Queen's Pawn Game
Rated Classical game,ahmad60,Apantramse,1-0,1699,1766,12.0,-13.0,Philidor Defense
Rated Classical game,francoco,binar,1-0,1741,1692,9.0,-9.0,Russian Game: Urusov Gambit
Rated Classical game,qasimmamin,sia19,0-1,1576,1549,-11.0,11.0,Queen's Pawn Game
Rated Classical game,delintiq,Ktdf77,0-1,1137,1276,-16.0,7.0,Vienna Game
Rated Classical game,GwJ95,Koryan,1-0,1619,1606,10.0,-10.0,French Defense
Rated Classical game,Ben121,maj0rtom,0-1,1503,1596,-9.0,8.0,Queen's Gambit Accepted
Rated Classical game,avicennaf,Mercurial77,0-1,1650,1731,-9.0,9.0,Queen's Pawn Game
Rated Classical game,greg365,dazayn123,1-0,1492,1555,13.0,-13.0,Philidor Defense
Rated Classical game,arnoldpettibone,Ramirr,1-0,1434,1417,12.0,-10.0,Sicilian Defense
Rated Classical game,ah34432,imansyah,1-0,1307,1217,8.0,-8.0,Caro-Kann Defense
Rated Classical game,SteveNevet,Eigen91,1-0,1390,1264,11.0,-8.0,Three Knights Opening
Rated Classical game,sigvei,theKnug,1-0,1728,1843,15.0,-15.0,English Opening
Rated Classical game,Alf02,kavo12,0-1,1904,1727,-17.0,16.0,Pirc Defense
Rated Classical game,chesskrs,KAN8,0-1,1575,1586,-11.0,10.0,Queen's Pawn
Rated Classical game,fischersrevenge,ilkerK,1-0,1602,1534,9.0,-9.0,Italian Game
Rated Classical game,mendellev,joaquin_jimenez,0-1,1634,1585,-13.0,13.0,Sicilian Defense
Rated Classical game,crazykreis,ASNAOUIAyoub09,0-1,1158,1305,-38.0,7.0,Scandinavian Defense
Rated Classical game,borvel,mospivcom,0-1,1724,1828,-8.0,8.0,Caro-Kann Defense
Rated Classical game,laurent_michels,Irrot,0-1,1706,1756,-10.0,10.0,Scotch Game
Rated Classical game,PHANTOM13,Shubham_Kashyap,1-0,1651,1630,10.0,-11.0,French Defense
Rated Classical game,PenelopeTilso,emuk,1-0,1212,1129,22.0,-9.0,Borg Defense
Rated Classical game,Cremaster,sergeares,1-0,1417,1368,9.0,-9.0,French Defense
Rated Classical game,yusuf0641,raykeny,1-0,1531,1356,8.0,-8.0,Scotch Game
Rated Classical game,vasiliy_sumy,bondok,1-0,1800,1612,6.0,-11.0,Danish Gambit
Rated Classical game,gadzika1989,fremulon,0-1,1444,1329,-13.0,16.0,French Defense
Rated Classical game,flintyu,Waverhouse,0-1,1396,1399,-11.0,11.0,Ruy Lopez
Rated Classical game,juanminatorr,grandmasterBLR,1-0,1184,1212,12.0,-12.0,King's Pawn Game
Rated Classical game,mas1234,chevallier,0-1,1550,1495,-12.0,13.0,Three Knights Opening
Rated Classical game,shef1946,Ekber,1-0,1811,1828,11.0,-12.0,Ponziani Opening
Rated Classical game,didspkiller,makericek,0-1,1251,1280,-10.0,10.0,King's Pawn Game
Rated Classical game,RogerSavio,EnricoCa,0-1,1274,1406,-9.0,7.0,Nimzowitsch Defense
Rated Classical game,ColinC,pmje,0-1,1575,1582,-11.0,11.0,Sicilian Defense
Rated Classical game,Antionus_Maximus,facezio,1-0,1437,1401,41.0,-9.0,Slav Defense
Rated Classical game,hope7,Vinakao,1-0,1429,1454,11.0,-13.0,Franco-Benoni Defense
Rated Classical game,BGdu88,mavigiyenadam,1-0,1384,1213,6.0,-10.0,King's Pawn Game
Rated Classical game,davidenko12345,messi2007,0-1,1674,1631,-26.0,11.0,"King's Gambit Accepted, MacLeod Defense"
Rated Classical game,jfroysa,asurik,1-0,1775,1646,7.0,-9.0,London System
Rated Classical game,anon2003,goliath12,1-0,1708,1710,11.0,-11.0,English Opening
Rated Classical game,ElectroMusso,-chessnoob-,1-0,1657,1667,12.0,-11.0,Queen's Gambit Declined
Rated Classical game,Irkutsk01,Kaccup,0-1,1403,1596,-9.0,9.0,Four Knights Game
Rated Classical game,Andrew2332,ir_m-h,1-0,1784,1834,13.0,-11.0,Bishop's Opening
Rated Classical game,Alex_Jikai,Esmail1981,0-1,1771,1863,-8.0,15.0,Queen's Pawn Game
Rated Classical game,AndrGud,iva37,0-1,1685,1673,-11.0,11.0,Philidor Defense
Rated Classical game,torneego,oldgamer,1-0,1411,1436,12.0,-11.0,French Defense
Rated Classical game,magnussen1,mino1955,1-0,1700,1592,8.0,-7.0,Philidor Defense
Rated Classical game,lucaslogue22,osumasum1,0-1,1732,1785,-39.0,16.0,Bird Opening
Rated Classical game,rumkokos,abdulaziz123,0-1,1501,1700,-5.0,5.0,Nimzo-Larsen Attack
Rated Classical game,B52-Omega,lavrser61,1-0,1765,1766,10.0,-11.0,Italian Game
Rated Classical game,Harbbinger,sitozin,0-1,1300,1246,-12.0,15.0,Petrov
Rated Classical game,gadi0530,DolphinGambit,1-0,1302,1202,40.0,-12.0,Owen Defense
Rated Classical game,Arden86,sebiega,0-1,1196,1336,-14.0,7.0,King's Pawn Game
Rated Classical game,Corell,sacrifice_italy,0-1,1654,1814,-6.0,8.0,Sicilian Defense
Rated Classical game,CheckMateComing,smo1in,1-0,1210,1027,8.0,-6.0,Horwitz Defense
Rated Classical game,Daniela07,titarato,1-0,1490,1431,40.0,-8.0,Philidor Defense
Rated Classical game,SMM50,LC777,0-1,1391,1574,-9.0,5.0,French Defense
Rated Classical game,ivan22,latveria6,1-0,1530,1489,8.0,-41.0,Sicilian Defense
Rated Classical game,sylvain49,Androgen777,0-1,1592,1520,-14.0,24.0,King's Pawn Game
Rated Classical game,Im2Difficult4U,qurbabli,1-0,1682,1521,7.0,-6.0,Zukertort Opening: Tennison Gambit
Rated Classical game,klementev,nikitin,0-1,1145,1114,-11.0,11.0,Caro-Kann Defense
Rated Classical game,andreafabi,invidia,0-1,1201,1188,-11.0,13.0,Ware Defense
Rated Classical game,firaskhalaf,cahalin,0-1,1869,1881,-11.0,11.0,Sicilian Defense
Rated Classical game,getaldus,alwyndark,1-0,1490,1447,11.0,-9.0,Queen's Pawn Game
Rated Classical game,ErickaSilva_22,elkinman,0-1,1734,1891,-6.0,7.0,English Opening
Rated Classical game,ABHAY_07,gadzika1989,0-1,1391,1431,-9.0,9.0,King's Pawn Game
Rated Classical game,TsenguunRG,mertFM,1-0,1618,1654,12.0,-12.0,Ruy Lopez
Rated Classical game,Claudio36,am32,1-0,1681,1607,9.0,-8.0,Queen's Pawn Game
Rated Classical game,Bingoater,LimRekYu,1-0,1425,1378,10.0,-43.0,Ruy Lopez
Rated Classical game,sesad,sphinx11,0-1,1442,1502,-9.0,9.0,Reti Opening
Rated Classical game,AndresCamilo,mohamed6620,1-0,1075,1198,18.0,-16.0,King's Pawn Game: Busch-Gass Gambit
Rated Classical game,w_f_kirby,Bepis,0-1,1637,1481,-16.0,15.0,Vienna Game
Rated Classical game,toxicaalam,Girolamo89,0-1,1449,1459,-11.0,10.0,Queen's Pawn Game
Rated Classical game,PolkaDot,mishas,1-0,1448,1336,8.0,-8.0,Queen's Pawn Game
Rated Classical game,valfot011616,spbbulat,0-1,1521,1546,-36.0,9.0,English Opening
Rated Classical game,IsmaelHayani,Victor1946,1-0,1616,1738,16.0,-15.0,Vienna Game
